Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),Ori_Encoded_Error
img005852.jpg,0.189744279,5.729420515,0.120211788,9.382839203,6.023368379
img014246.jpg,0.507387221,14.66250711,0.309740946,9.405152321,6.610823984
img000614.jpg,0.241765976,4.770473482,0.099906599,14.50197029,2.813895785
img004895.jpg,0.38738212,12.9822874,0.266869333,9.612550735,3.979943119
img013375.jpg,0.107219882,11.55432537,0.234934032,3.22062397,2.98950998
img008127.jpg,0.723267913,7.601211659,0.166638996,21.28166389,0.968327765
img002367.jpg,0.238340244,15.32268929,0.331732966,3.704694033,5.010919193
img009865.jpg,0.082754113,2.089478664,0.046193275,8.504039764,2.828877378
img010481.jpg,0.200547233,7.215212056,0.148773434,8.771578789,1.882984116
img003121.jpg,0.540484428,6.809231588,0.208848834,6.002978802,3.69813549
img007299.jpg,0.697355688,7.301427827,0.224919505,7.134729862,4.678001258
img013147.jpg,0.687511027,1.907761908,0.153897651,5.699666977,1.747145955
img011750.jpg,0.304089874,4.897450967,0.115707919,10.05115795,2.10478149
img011182.jpg,0.079476431,7.300891657,0.138080606,7.449467182,2.244089388
img001100.jpg,0.208099008,5.452263392,0.125790853,6.790819168,1.040035573
img005296.jpg,1.865655899,13.39411622,0.379409239,12.76717377,7.542559971
img002322.jpg,0.187623501,5.374593896,0.13064938,5.084255219,7.437044648
img001545.jpg,0.058175374,7.975733983,0.153250631,4.13532114,1.443442767
img001725.jpg,0.499050289,4.819457037,0.11917492,14.2253952,3.005960704
img013922.jpg,0.198989093,9.224541866,0.192918453,6.222410202,6.254875079
img004114.jpg,0.458225459,6.873678692,0.158638299,11.84688759,5.355329774
img007742.jpg,0.085396014,9.454417859,0.188392803,3.651174068,0.872221667
img002941.jpg,0.260443568,5.777190859,0.138592955,6.88386488,1.831996754
img000267.jpg,0.77513963,6.871399543,0.208136842,8.772293091,2.462929076
